 "csubject" , "cnumber" , "cname" , "component" ,
 "BLDG" , "390" , "Building Engineering Design Project" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "390" , "Building Engineering Design Project" , "http://acad.io/schema#Lab" ,
 "BIOL" , "452" , "Population Conservation Genetics" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "340" , "Plant Biology" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "340" , "Plant Biology" , "http://acad.io/schema#Lab" ,
 "ELEC" , "311" , "Electronics I" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "311" , "Electronics I" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "311" , "Electronics I" , "http://acad.io/schema#Lab" ,
 "ENGR" , "392" , "Impact of Technology on Society" , "http://acad.io/schema#Lecture" ,
 "COMP" , "345" , "Advanced Program Design with C++" , "http://acad.io/schema#Lecture" ,
 "COMP" , "345" , "Advanced Program Design with C++" , "http://acad.io/schema#Lab" ,
 "TESL" , "424" , "Methodology II" , "http://acad.io/schema#Lecture" ,
 "RELI" , "410" , "Honours Thesis" , "http://acad.io/schema#Tutorial" ,
 "ADED" , "497" , "Integrative Internship II" , "http://acad.io/schema#Lecture" ,
 "EDUC" , "362" , "Inclusive Proactices for School-Aged Populations" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "466" , "Geomedia and the Geoweb" , "http://acad.io/schema#Tutorial" ,
 "GEOG" , "466" , "Geomedia and the Geoweb" , "http://acad.io/schema#Lab" ,
 "INSE" , "6280" , "Quality Assurance for System Engineering" , "http://acad.io/schema#Lecture" ,
 "MECH" , "490A" , "Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)" , "http://acad.io/schema#Lecture" ,
 "MECH" , "490A" , "Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)" , "http://acad.io/schema#Lab" ,
 "MECH" , "6761" , "Vehicular Internal Combustion Engines" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6581" , "Mechanical Behaviour of Polymer Composite Materials" , "http://acad.io/schema#Lecture" ,
 "EDUC" , "462" , "Child Studies Field Experience: Inclusive Practices in Childhood Settings" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "492" , "Independent Study in Exercise Science" , "http://acad.io/schema#Tutorial" ,
 "FTRA" , "598" , "Étude avancée d’un sujet particulier" , "http://acad.io/schema#Lecture" ,
 "COMS" , "670" , "Directed Study" , "http://acad.io/schema#Tutorial" ,
 "COMS" , "385" , "Communication Media: Video II" , "http://acad.io/schema#Lecture" ,
 "COMS" , "385" , "Communication Media: Video II" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6391" , "Microwave Engineering" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6391" , "Microwave Engineering" , "http://acad.io/schema#Lab" ,
 "CIVI" , "6641" , "Unit Operations in Environmental Engineering" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6651" , "Structural Composite" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6621" , "Digital Waveform Compression" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "423" , "Distributed Systems" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "423" , "Distributed Systems" , "http://acad.io/schema#Tutorial" ,
 "SOEN" , "423" , "Distributed Systems" , "http://acad.io/schema#Lab" ,
 "BIOL" , "498" , "Internship in Tropical Biology" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "498" , "Internship in Tropical Biology" , "http://acad.io/schema#Lab" ,
 "ELEC" , "321" , "Introduction to Semiconductor Materials and Devices" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "321" , "Introduction to Semiconductor Materials and Devices" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "321" , "Introduction to Semiconductor Materials and Devices" , "http://acad.io/schema#Lab" ,
 "AHSC" , "444" , "The Older Adult and Leisure" , "http://acad.io/schema#Lecture" ,
 "ACCO" , "435" , "Strategic Accounting Case Analysis" , "http://acad.io/schema#Lecture" ,
 "TESL" , "331" , "Grammar for Teachers" , "http://acad.io/schema#Lecture" ,
 "EDUC" , "385" , "Teaching a Second Language in Early Childhood and Elementary School" , "http://acad.io/schema#Lecture" ,
 "TESL" , "488" , "Internship Seminar" , "http://acad.io/schema#Lecture" ,
 "FTRA" , "499" , "Étude avancée d’un sujet particulier" , "http://acad.io/schema#Lecture" ,
 "ACCO" , "355" , "Analysis of Financial Statements" , "http://acad.io/schema#Lecture" ,
 "COMP" , "6761" , "Advanced Computer Graphics" , "http://acad.io/schema#Lecture" ,
 "COMP" , "6761" , "Advanced Computer Graphics" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6151" , "Information Theory and Source Coding" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6661" , "Medical Image Processing" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "273" , "Basic Circuit Analysis" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "273" , "Basic Circuit Analysis" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "273" , "Basic Circuit Analysis" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6471" , "Hybrid Electric Vehicle Power System Design and Control" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6691" , "Optical Microsystems" , "http://acad.io/schema#Lecture" ,
 "FTRA" , "655" , "Gestion de projets Co-listé : FTRA 555" , "http://acad.io/schema#Lecture" ,
 "INDU" , "410" , "Safety Engineering" , "http://acad.io/schema#Lecture" ,
 "MECH" , "421" , "Mechanical Shaping of Metals and Plastics" , "http://acad.io/schema#Lecture" ,
 "MECH" , "421" , "Mechanical Shaping of Metals and Plastics" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6361" , "Acoustics" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "6001" , "Advanced Reinforced Concrete" , "http://acad.io/schema#Lecture" ,
 "FTRA" , "634" , "Traduction littéraire de l’anglais au français Co-listé : FTRA 504" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6491" , "Engineering Metrology and Measurement Systems" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "205" , "General Chemistry I" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "432" , "Soil Mechanics" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "432" , "Soil Mechanics" , "http://acad.io/schema#Tutorial" ,
 "CIVI" , "432" , "Soil Mechanics" , "http://acad.io/schema#Lab" ,
 "MECH" , "6311" , "Noise and Vibration Control" , "http://acad.io/schema#Lecture" ,
 "COEN" , "6321" , "Applied Evolutionary and Learning Algorithms" , "http://acad.io/schema#Lecture" ,
 "BTM" , "480" , "Project Management" , "http://acad.io/schema#Lecture" ,
 "EMBA" , "633" , "Applied Field Project I" , "http://acad.io/schema#Lecture" ,
 "FRAA" , "523" , "Rédaction II" , "http://acad.io/schema#Lecture" ,
 "SCOM" , "498" , "Supply Chain Project" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6021" , "Design of Industrial Control Systems" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "463" , "Advanced Geographic Information Systems" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "463" , "Advanced Geographic Information Systems" , "http://acad.io/schema#Lab" ,
 "COMP" , "5511" , "Principles of Data Structures" , "http://acad.io/schema#Lecture" ,
 "COMP" , "5511" , "Principles of Data Structures" , "http://acad.io/schema#Lab" ,
 "INDU" , "6341" , "Advanced Concepts in Quality Improvement" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "450" , "Techniques in Ecology" , "http://acad.io/schema#Tutorial" ,
 "BIOL" , "450" , "Techniques in Ecology" , "http://acad.io/schema#Lab" ,
 "CATA" , "462" , "Advanced Emergency Care" , "http://acad.io/schema#Lecture" ,
 "CATA" , "462" , "Advanced Emergency Care" , "http://acad.io/schema#Lab" ,
 "GEOG" , "377" , "Landform Evolution" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "377" , "Landform Evolution" , "http://acad.io/schema#Tutorial" ,
 "GEOG" , "377" , "Landform Evolution" , "http://acad.io/schema#Lab" ,
 "COMS" , "284" , "Communication Media: Film and Video I" , "http://acad.io/schema#Lecture" ,
 "COMS" , "284" , "Communication Media: Film and Video I" , "http://acad.io/schema#Lab" ,
 "TESL" , "326" , "TESL Pedagogy: General" , "http://acad.io/schema#Lecture" ,
 "COMP" , "5201" , "Computer Organization and Assembly Language" , "http://acad.io/schema#Lecture" ,
 "COMP" , "5201" , "Computer Organization and Assembly Language" , "http://acad.io/schema#Lab" ,
 "COEN" , "6211" , "Biological Computing and Synthetic Biology" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6341" , "Engineering Analysis of Smart Materials and Structures" , "http://acad.io/schema#Lecture" ,
 "INDU" , "6141" , "Logistics Network Models" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "471" , "HVAC System Design" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "471" , "HVAC System Design" , "http://acad.io/schema#Lab" ,
 "SCPA" , "509" , "Financing CED Initiatives: Part II" , "http://acad.io/schema#Lecture" ,
 "EDUC" , "297" , "Internship II: Observation and Evaluation in Education" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6161" , "Gas Turbine Design" , "http://acad.io/schema#Lecture" ,
 "ACCO" , "330" , "Cost and Management Accounting" , "http://acad.io/schema#Lecture" ,
 "ENGR" , "308" , "Engineering Industrial Experience Reflective Learning III" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6101" , "Kinetic Theory of Gases" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6431" , "Introduction to Tribology (Wear, Friction and Lubrication)" , "http://acad.io/schema#Lecture" ,
 "COMS" , "394" , "Communication Studies Apprenticeship I" , "http://acad.io/schema#Tutorial" ,
 "BCEE" , "371" , "Surveying" , "http://acad.io/schema#Lecture" ,
 "BCEE" , "371" , "Surveying" , "http://acad.io/schema#Lab" ,
 "ARTX" , "398" , "Special Topics in Contemporary Studio Arts Practice" , "http://acad.io/schema#Studio" ,
 "ELEC" , "367" , "Introduction to Digital Communications" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "367" , "Introduction to Digital Communications" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "367" , "Introduction to Digital Communications" , "http://acad.io/schema#Lab" ,
 "AHSC" , "225" , "Self-Managed Learning" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "436" , "Molecular Modelling of Proteins" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "436" , "Molecular Modelling of Proteins" , "http://acad.io/schema#Lab" ,
 "ENCS" , "6821" , "Development & Global Engineering (also listed as ENCS 6821)" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6190" , "Wireless Network Security" , "http://acad.io/schema#Lecture" ,
 "FRAA" , "432" , "Écriture pour le Web" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "365" , "Building Science" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "365" , "Building Science" , "http://acad.io/schema#Tutorial" ,
 "BLDG" , "365" , "Building Science" , "http://acad.io/schema#Lab" ,
 "COMP" , "6791" , "Information Retrieval and Web Search" , "http://acad.io/schema#Lecture" ,
 "COMP" , "6791" , "Information Retrieval and Web Search" , "http://acad.io/schema#Lab" ,
 "THEO" , "234" , "Pilgrim Bodies, Sacred Journeys" , "http://acad.io/schema#Lecture" ,
 "ADED" , "344" , "Design of Adult Learning Projects" , "http://acad.io/schema#Lecture" ,
 "ECON" , "423" , "Applied Econometrics" , "http://acad.io/schema#Lecture" ,
 "FTRA" , "558" , "Pratique de la localisation" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6310" , "Systems Engineering Maintenance Management" , "http://acad.io/schema#Lecture" ,
 "GIIM" , "655" , "Socially Responsible & Sustainable Investment" , "http://acad.io/schema#Lecture" ,
 "PHYS" , "660" , "Chemical Aspects of Biophysics" , "http://acad.io/schema#Lecture" ,
 "AERO" , "465" , "Gas Turbine Design" , "http://acad.io/schema#Lecture" ,
 "AERO" , "465" , "Gas Turbine Design" , "http://acad.io/schema#Lab" ,
 "EDUC" , "460" , "Child Studies Field Experience: Child and Youth Settings" , "http://acad.io/schema#Lecture" ,
 "ACCO" , "425" , "Financial Reporting IV" , "http://acad.io/schema#Lecture" ,
 "TESL" , "330" , "Computers in Language Learning" , "http://acad.io/schema#Lecture" ,
 "TESL" , "330" , "Computers in Language Learning" , "http://acad.io/schema#Lab" ,
 "ELEC" , "440" , "Controlled Electric Drives" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "440" , "Controlled Electric Drives" , "http://acad.io/schema#Lab" ,
 "APLI" , "604" , "Applied Language Studies" , "http://acad.io/schema#Lecture" ,
 "ENCS" , "691" , "Technology Policy Immersion" , "http://acad.io/schema#Lecture" ,
 "COEN" , "316" , "Computer Architecture and Design" , "http://acad.io/schema#Lecture" ,
 "COEN" , "316" , "Computer Architecture and Design" , "http://acad.io/schema#Tutorial" ,
 "COEN" , "316" , "Computer Architecture and Design" , "http://acad.io/schema#Lab" ,
 "BLDG" , "6801" , "Construction Planning and Control" , "http://acad.io/schema#Lecture" ,
 "ACCO" , "455" , "Fraud Prevention & Investigation" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6130" , "Operating Systems Security" , "http://acad.io/schema#Lecture" ,
 "COEN" , "7311" , "Protocol Design and Validation" , "http://acad.io/schema#Lecture" ,
 "HENV" , "655" , "Environmental Modelling" , "http://acad.io/schema#Lecture" ,
 "HENV" , "655" , "Environmental Modelling" , "http://acad.io/schema#Lab" ,
 "ENGR" , "108" , "Engineering Industrial Experience Reflective Learning I" , "http://acad.io/schema#Lecture" ,
 "AHSC" , "332" , "Organization Development 1" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "357" , "Human Physiology II: The Cardiovascular and Respiratory Systems" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "357" , "Human Physiology II: The Cardiovascular and Respiratory Systems" , "http://acad.io/schema#Lab" ,
 "DRAW" , "200" , "Drawing In Italy" , "http://acad.io/schema#Studio" ,
 "ENGR" , "8911" , "Doctoral Research and Thesis" , "http://acad.io/schema#Lecture" ,
 "HIST" , "493" , "Honours Essay Tutorial" , "http://acad.io/schema#Tutorial" ,
 "MBA" , "609" , "Organizational Behaviour" , "http://acad.io/schema#Lecture" ,
 "EDUC" , "303" , "Children, Families and Social Policy" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6651" , "Adaptive Signal Processing" , "http://acad.io/schema#Lecture" ,
 "INDU" , "6211" , "Production Systems and Inventory Control" , "http://acad.io/schema#Lecture" ,
 "APLI" , "660" , "Research Methods" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6611" , "Digital Filters" , "http://acad.io/schema#Lecture" ,
 "ENGR" , "208" , "Engineering Industrial Experience Reflective Learning II" , "http://acad.io/schema#Lecture" ,
 "RELI" , "870" , "Doctoral Thesis" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "351" , "Basic Population Ecology" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "351" , "Basic Population Ecology" , "http://acad.io/schema#Lab" ,
 "THEO" , "692" , "Applied Project in Theology" , "http://acad.io/schema#Lecture" ,
 "MBA" , "659" , "Strategies in Action (Case competition)" , "http://acad.io/schema#Lecture" ,
 "LOYC" , "240" , "Global Environmental Issues and Ecological Justice (also listed as POLI 208)" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "6531" , "Soil Testing and Properties" , "http://acad.io/schema#Lecture" ,
 "MBA" , "649" , "Strategic Managerial Accounting & Control" , "http://acad.io/schema#Lecture" ,
 "COMP" , "108" , "Computer ScienceIndustrial Experience Reflective Learning I" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "465" , "Networks Security and Management" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "465" , "Networks Security and Management" , "http://acad.io/schema#Lab" ,
 "AERO" , "455" , "Computational Fluid Dynamics for Aerospace Applications" , "http://acad.io/schema#Lecture" ,
 "AERO" , "455" , "Computational Fluid Dynamics for Aerospace Applications" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6231" , "Design of Integrated Circuit Components" , "http://acad.io/schema#Lecture" ,
 "ITAL" , "490" , "Honours Essay Tutorial" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "424" , "VLSI Process Technology" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "424" , "VLSI Process Technology" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6341" , "Antennas" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6341" , "Antennas" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6271" , "Nanoscience and Nanotechnology: Opto-Electronic Devices" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "434" , "Behaviour of Power Systems" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "434" , "Behaviour of Power Systems" , "http://acad.io/schema#Lab" ,
 "BLDG" , "6601" , "Building Enclosure" , "http://acad.io/schema#Lecture" ,
 "BSTA" , "378" , "Statistical Models for Data Analysis" , "http://acad.io/schema#Lecture" ,
 "COEN" , "311" , "Computer Organization and Software" , "http://acad.io/schema#Lecture" ,
 "COEN" , "311" , "Computer Organization and Software" , "http://acad.io/schema#Tutorial" ,
 "COEN" , "311" , "Computer Organization and Software" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6171" , "Modelling and Analysis of Telecommunications Networks" , "http://acad.io/schema#Lecture" ,
 "MARK" , "458" , "The Marketing of Food" , "http://acad.io/schema#Lecture" ,
 "FRAN" , "318" , "Le français des affaires I" , "http://acad.io/schema#Lecture" ,
 "MECH" , "351" , "Thermodynamics II" , "http://acad.io/schema#Lecture" ,
 "MECH" , "351" , "Thermodynamics II" , "http://acad.io/schema#Tutorial" ,
 "MECH" , "351" , "Thermodynamics II" , "http://acad.io/schema#Lab" ,
 "COMP" , "478" , "Image Processing" , "http://acad.io/schema#Lecture" ,
 "COMP" , "478" , "Image Processing" , "http://acad.io/schema#Lab" ,
 "PHYS" , "225" , "Introductory Experimental Electricity" , "http://acad.io/schema#Lab" ,
 "MECH" , "424" , "MEMS - Design and Fabrication" , "http://acad.io/schema#Lecture" ,
 "MECH" , "424" , "MEMS - Design and Fabrication" , "http://acad.io/schema#Lab" ,
 "PSYC" , "707" , "Assessment Practicum II" , "http://acad.io/schema#Lab" ,
 "AHSC" , "425" , "Organization Development II" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "337" , "Invertebrate Biology" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "337" , "Invertebrate Biology" , "http://acad.io/schema#Lab" ,
 "GDBA" , "532" , "Accounting" , "http://acad.io/schema#Lecture" ,
 "GDBA" , "532" , "Accounting" , "http://acad.io/schema#Tutorial" ,
 "ENGL" , "694" , "Research Essay" , "http://acad.io/schema#Tutorial" ,
 "ENGL" , "694" , "Research Essay" , "http://acad.io/schema#Lab" ,
 "CHEM" , "419" , "Independent Study and Practicum" , "http://acad.io/schema#Lab" ,
 "FTRA" , "681" , "Tutorial in literature" , "http://acad.io/schema#Tutorial" ,
 "SCPA" , "510" , "CED Field Project - Part I" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6861" , "Higher Layer Telecommunications Protocols" , "http://acad.io/schema#Lecture" ,
 "INDU" , "423" , "Inventory Control" , "http://acad.io/schema#Lecture" ,
 "INDU" , "423" , "Inventory Control" , "http://acad.io/schema#Tutorial" ,
 "INDU" , "423" , "Inventory Control" , "http://acad.io/schema#Lab" ,
 "CIVI" , "6451" , "Pavement Design" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "450" , "Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "450" , "Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations" , "http://acad.io/schema#Lab" ,
 "MPER" , "321" , "Chamber Ensemble I" , "http://acad.io/schema#Studio" ,
 "MECH" , "215" , "Programming for Mechanical and Industrial Engineers" , "http://acad.io/schema#Lecture" ,
 "MECH" , "215" , "Programming for Mechanical and Industrial Engineers" , "http://acad.io/schema#Tutorial" ,
 "MECH" , "215" , "Programming for Mechanical and Industrial Engineers" , "http://acad.io/schema#Lab" ,
 "INDU" , "6111" , "Theory of Operations Research" , "http://acad.io/schema#Lecture" ,
 "WSDB" , "394" , "Tutorial in Women’s Studies" , "http://acad.io/schema#Tutorial" ,
 "COEN" , "6551" , "Formal Hardware Verification" , "http://acad.io/schema#Lecture" ,
 "TESL" , "471" , "English Language Arts: Secondary" , "http://acad.io/schema#Lecture" ,
 "JPER" , "441" , "Jazz Vocal Repertoire II" , "http://acad.io/schema#Studio" ,
 "JPER" , "441" , "Jazz Vocal Repertoire II" , "http://acad.io/schema#Tutorial" ,
 "COMP" , "354" , "Introduction to Software Engineering" , "http://acad.io/schema#Lecture" ,
 "COMP" , "354" , "Introduction to Software Engineering" , "http://acad.io/schema#Tutorial" ,
 "COMP" , "354" , "Introduction to Software Engineering" , "http://acad.io/schema#Lab" ,
 "FRAN" , "319" , "Le français des affaires II" , "http://acad.io/schema#Lecture" ,
 "COMP" , "5541" , "Tools and Techniques for Software Engineering" , "http://acad.io/schema#Lecture" ,
 "COMP" , "5541" , "Tools and Techniques for Software Engineering" , "http://acad.io/schema#Lab" ,
 "MARK" , "460" , "Integrated Marketing Communications Practicum" , "http://acad.io/schema#Lecture" ,
 "SPAN" , "490" , "Honours Project" , "http://acad.io/schema#Tutorial" ,
 "AHSC" , "670" , "Consultation Methods" , "http://acad.io/schema#Lecture" ,
 "INDU" , "480" , "Cases in Industrial Engineering" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "6781" , "Energy Management in Buildings" , "http://acad.io/schema#Lecture" ,
 "INDU" , "311" , "Simulation of Industrial Systems" , "http://acad.io/schema#Lecture" ,
 "INDU" , "311" , "Simulation of Industrial Systems" , "http://acad.io/schema#Tutorial" ,
 "INDU" , "311" , "Simulation of Industrial Systems" , "http://acad.io/schema#Lab" ,
 "AHSC" , "632" , "Planning Human Systems Intervention" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "6301" , "Hydrology" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "271" , "Biochemistry I" , "http://acad.io/schema#Lecture" ,
 "EMBA" , "630" , "Financial Decisions Under Uncertainty" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6011" , "Analysis and Design of Pneumatic Systems" , "http://acad.io/schema#Lecture" ,
 "SCPA" , "352" , "Community and Local Activism" , "http://acad.io/schema#Lecture" ,
 "COEN" , "451" , "VLSI Circuit Design" , "http://acad.io/schema#Lecture" ,
 "COEN" , "451" , "VLSI Circuit Design" , "http://acad.io/schema#Lab" ,
 "ADIP" , "585" , "Integrative Internship I" , "http://acad.io/schema#Lecture" ,
 "SPAN" , "695" , "Thesis" , "http://acad.io/schema#Lecture" ,
 "AHSC" , "435" , "Fieldwork Practice" , "http://acad.io/schema#Lecture" ,
 "MPER" , "322" , "Chamber Ensemble II" , "http://acad.io/schema#Studio" ,
 "FLIT" , "692" , "Mémoire" , "http://acad.io/schema#Tutorial" ,
 "EMBA" , "610" , "Measuring & Reporting Financial Performance" , "http://acad.io/schema#Lecture" ,
 "CHST" , "606" , "Qualitative Methods of Inquiry" , "http://acad.io/schema#Lecture" ,
 "CHST" , "606" , "Qualitative Methods of Inquiry" , "http://acad.io/schema#Lab" ,
 "COEN" , "6501" , "Digital System Design and Synthesis" , "http://acad.io/schema#Lecture" ,
 "COMS" , "570" , "Media Production: Intermedia" , "http://acad.io/schema#Lab" ,
 "ELEC" , "6041" , "Large-scale Control Systems" , "http://acad.io/schema#Lecture" ,
 "ADED" , "496" , "Integrative Internship I" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "205" , "Introduction to Sustainability" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "205" , "Introduction to Sustainability" , "http://acad.io/schema#Tutorial" ,
 "LOYC" , "420" , "Integrative Project" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "6241" , "VLSI Process Technology" , "http://acad.io/schema#Lecture" ,
 "FINA" , "482" , "International Banking: Operations, Policy and Strategy" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "516" , "Project in Biotechnology and Genomics" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "6681" , "Environmental Nanotechnology" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "421" , "Solid State Devices" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "421" , "Solid State Devices" , "http://acad.io/schema#Lab" ,
 "ENGL" , "428" , "Advanced Studies in Creative Writing" , "http://acad.io/schema#Lecture" ,
 "FLIT" , "496" , "Recherche dirigée" , "http://acad.io/schema#Tutorial" ,
 "CHEM" , "431" , "Computational Chemistry for Chemists and Biochemists" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "431" , "Computational Chemistry for Chemists and Biochemists" , "http://acad.io/schema#Lab" ,
 "MARK" , "492" , "Cross-cultural communication" , "http://acad.io/schema#Lecture" ,
 "MECH" , "375" , "Mechanical Vibrations" , "http://acad.io/schema#Lecture" ,
 "MECH" , "375" , "Mechanical Vibrations" , "http://acad.io/schema#Tutorial" ,
 "MECH" , "375" , "Mechanical Vibrations" , "http://acad.io/schema#Lab" ,
 "THEO" , "697" , "Thesis" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "260" , "Mapping the Environment" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "260" , "Mapping the Environment" , "http://acad.io/schema#Lab" ,
 "APLI" , "636" , "Language Awareness" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "431" , "Electrical Power Systems" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "431" , "Electrical Power Systems" , "http://acad.io/schema#Lab" ,
 "MECH" , "6631" , "Industrial Automation" , "http://acad.io/schema#Lecture" ,
 "MECH" , "311" , "Manufacturing Processes" , "http://acad.io/schema#Lecture" ,
 "MECH" , "311" , "Manufacturing Processes" , "http://acad.io/schema#Tutorial" ,
 "MECH" , "311" , "Manufacturing Processes" , "http://acad.io/schema#Lab" ,
 "SOEN" , "390" , "Software Engineering Team Design Project" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "390" , "Software Engineering Team Design Project" , "http://acad.io/schema#Tutorial" ,
 "SOEN" , "390" , "Software Engineering Team Design Project" , "http://acad.io/schema#Lab" ,
 "EDUC" , "402" , "Diversity Issues in Childhood" , "http://acad.io/schema#Lecture" ,
 "COMS" , "585" , "Directed Study in Communication Studies I" , "http://acad.io/schema#Tutorial" ,
 "COMS" , "606" , "Media Research Practicum" , "http://acad.io/schema#Tutorial" ,
 "ELEC" , "6061" , "Real-time Computer Control Systems" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "484" , "Hydraulic Engineering" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "484" , "Hydraulic Engineering" , "http://acad.io/schema#Tutorial" ,
 "CIVI" , "484" , "Hydraulic Engineering" , "http://acad.io/schema#Lab" ,
 "CIVI" , "6011" , "Precast and Prestressed Concrete Structures" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "321" , "Evolution" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "321" , "Evolution" , "http://acad.io/schema#Tutorial" ,
 "COMP" , "472" , "Artificial Intelligence" , "http://acad.io/schema#Lecture" ,
 "COMP" , "472" , "Artificial Intelligence" , "http://acad.io/schema#Lab" ,
 "MECH" , "6641" , "Engineering Fracture Mechanics and Fatigue" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6681" , "Dynamics and Control of Nonholonomic Systems" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "221" , "Introductory Organic Chemistry I" , "http://acad.io/schema#Lecture" ,
 "CHEM" , "221" , "Introductory Organic Chemistry I" , "http://acad.io/schema#Lab" ,
 "FTRA" , "680" , "Tutorat en littérature" , "http://acad.io/schema#Tutorial" ,
